Data;Origem;Soma de Captação
23/05/2025;Offshore;58698,94155
23/05/2025;Onshore;11998602,21
26/05/2025;Onshore;4552172,35
27/05/2025;Onshore;-2339559,03
28/05/2025;Offshore;-54989,24429
28/05/2025;Onshore;672758,46
29/05/2025;Onshore;-4800293,76
30/05/2025;Onshore;103170780,3
01/06/2025;Offshore;2309659,456
02/06/2025;Onshore;2258265,99
03/06/2025;Onshore;6608037,17
04/06/2025;Onshore;-60812,58
05/06/2025;Offshore;38363,33539
05/06/2025;Onshore;-4048388,17
06/06/2025;Offshore;6680,463429
06/06/2025;Onshore;142593,72
09/06/2025;Offshore;5811,0284
09/06/2025;Onshore;-2066980,19
10/06/2025;Offshore;-7222,41
10/06/2025;Onshore;283224,42
11/06/2025;Offshore;5929,38872
11/06/2025;Onshore;-152078,97
12/06/2025;Offshore;-54880,59219
12/06/2025;Onshore;-3270227,28
13/06/2025;Offshore;-37458,74903
13/06/2025;Onshore;-3917232,06
16/06/2025;Offshore;6418,687489
16/06/2025;Onshore;-4411934
17/06/2025;Offshore;228592,103
17/06/2025;Onshore;698719,85
18/06/2025;Onshore;2332070,42
20/06/2025;Onshore;4166000,61
23/06/2025;Offshore;5634,817928
23/06/2025;Onshore;4577871,98
24/06/2025;Offshore;4846,90505
24/06/2025;Onshore;414712,54
25/06/2025;Offshore;7061,510654
25/06/2025;Onshore;2141173,52
26/06/2025;Onshore;1651102,27
27/06/2025;Offshore;5676,591735
27/06/2025;Onshore;-2874158,99
30/06/2025;Onshore;-31245341,69
01/07/2025;Offshore;-2627620,844
01/07/2025;Onshore;464562,17
02/07/2025;Offshore;14103,29013
02/07/2025;Onshore;-1934093,68
03/07/2025;Offshore;-34915,15597
03/07/2025;Onshore;5207910,89
04/07/2025;Onshore;-6364330,42
07/07/2025;Offshore;48107,77224
07/07/2025;Onshore;3136994,42
08/07/2025;Offshore;-26704,15514
08/07/2025;Onshore;10300054,23
09/07/2025;Onshore;2502282,42
10/07/2025;Offshore;-318,684317
10/07/2025;Onshore;4070817,71
11/07/2025;Offshore;12644,65913
11/07/2025;Onshore;3246766,6
14/07/2025;Offshore;11881,09626
14/07/2025;Onshore;-464598,5
15/07/2025;Offshore;-2796,195288
15/07/2025;Onshore;5675758,53
16/07/2025;Offshore;-61364,57689
16/07/2025;Onshore;-49595914,16
17/07/2025;Offshore;32739,55151
17/07/2025;Onshore;190804,25
18/07/2025;Offshore;-52068,29705
18/07/2025;Onshore;-1801396,13
21/07/2025;Offshore;-44,778125
21/07/2025;Onshore;-3186176,85
22/07/2025;Onshore;1085686,92
23/07/2025;Offshore;482,338845
23/07/2025;Onshore;4448471,4
24/07/2025;Offshore;25463,74279
24/07/2025;Onshore;-42032487,12
25/07/2025;Onshore;42769176,23
28/07/2025;Offshore;29542,95218
28/07/2025;Onshore;-288081,23
29/07/2025;Onshore;-6667653,68
30/07/2025;Onshore;-5980374,19
31/07/2025;Onshore;2084071,59
01/08/2025;Offshore;2619218,453
01/08/2025;Onshore;1617244,66
04/08/2025;Offshore;9022,218552
04/08/2025;Onshore;2398359,03
05/08/2025;Onshore;-4593604,57
